position,11x,11y,angle,percentage,polarity
"11,13,15",1147,328,298.9969844483783,97.99396889675666,1
"11,13,15",1147,329,299.7187010149184,99.43740202983679,1
"11,13,15",1147,328,301.38556809650396,100.0,1
"11,13,15",1147,328,299.91807043148293,99.83614086296586,1
"11,13,15",1148,327,297.1601879110939,94.32037582218777,1
"11,13,15",1148,323,298.74226225513866,97.48452451027731,1
"11,13,15",1147,321,299.17559708634496,98.35119417268993,1
"11,13,15",1146,320,303.53974700203366,100.0,1
"11,13,15",1146,319,305.71343553546876,100.0,1
"11,13,15",1146,318,308.2101153147601,100.0,1
"11,13,15",1144,316,309.7660453037002,100.0,1
"11,13,15",1144,312,311.57534122068085,100.0,1
"11,13,15",1144,311,312.8133337765022,100.0,1
"11,13,15",1145,310,314.52943034355167,100.0,1
"11,13,15",1144,310,316.02126903941314,100.0,1
"11,13,15",1144,310,317.147131762801,100.0,1
"11,13,15",1144,310,317.5376381761896,100.0,1
"11,13,15",1142,310,317.6247279848509,100.0,1
"11,13,15",1142,311,317.56801025160723,100.0,1
"11,13,15",1140,314,317.4895529219991,100.0,1
"11,13,15",1140,317,317.66269616492457,100.0,1
"11,13,15",1139,320,318.04140834617425,100.0,1
"11,13,15",1139,321,317.80376302784157,100.0,1
"11,13,15",1137,322,318.0932623888176,100.0,1
"11,13,15",1137,326,317.42925547747745,100.0,1
"11,13,15",1137,328,316.15325405848483,100.0,1
"11,13,15",1135,329,315.30591685356006,100.0,1
"11,13,15",1131,329,314.75564678250345,100.0,1
"11,13,15",1130,330,315.5074039121263,100.0,1
"11,13,15",1133,330,313.6712774547857,100.0,1
"11,13,15",1134,330,311.4466396218047,100.0,1
"11,13,15",1133,332,309.8153192367789,100.0,1
"11,13,15",1133,333,307.80215751249574,100.0,1
"11,13,15",1133,337,305.89789373022273,100.0,1
"11,13,15",1133,341,305.1049847476247,100.0,1
"11,13,15",1133,344,303.78776855018475,100.0,1
"11,13,15",1133,348,302.8150574999718,100.0,1
"11,13,15",1133,350,301.2355561038243,100.0,1
"11,13,15",1133,354,299.0941936634596,98.18838732691916,1
"11,13,15",1133,357,296.931343298369,93.86268659673794,1
"11,13,15",1132,360,293.47563119260593,86.95126238521186,1
"11,13,15",1132,360,291.3460073890772,82.69201477815443,1
"11,13,15",1132,360,285.3442273520089,70.68845470401777,1
"11,13,15",1132,360,283.13753924044994,66.27507848089988,1
"11,13,15",1133,360,280.6137169567182,61.22743391343636,1
"11,13,15",1135,361,276.0197383838331,52.0394767676662,1
"11,13,15",1136,363,271.7485918921492,43.497183784298386,1
"11,13,15",1136,368,269.59669277105843,39.19338554211686,1
"11,13,15",1135,371,267.4211762384617,34.84235247692345,1
"11,13,15",1135,374,266.6232951422375,33.24659028447502,1
"11,13,15",1137,376,264.6900638223249,29.380127644649747,1
"11,13,15",1142,376,263.6846931608054,27.36938632161082,1
"11,13,15",1144,376,264.3379775197283,28.675955039456653,1
"11,13,15",1143,378,262.9590928781568,25.91818575631362,1
"11,13,15",1142,380,260.3771132905018,20.75422658100365,1
"11,13,15",1137,383,256.27326484781173,12.546529695623462,1
"11,13,15",1133,387,253.49516415011334,6.990328300226679,1
"11,13,15",1129,388,251.9006528859525,3.8013057719049925,1
"11,13,15",1128,388,251.25568382522493,2.51136765044987,1
"11,13,15",1127,388,249.1600071035894,0.0,1
"11,13,15",1126,388,248.20155376225483,0.0,1
"11,13,15",1125,388,245.34447835399865,0.0,1
"11,13,15",1122,389,243.19448752813625,0.0,1
"11,13,15",1121,392,241.88799369254073,0.0,1
"11,13,15",1119,394,241.606980578617,0.0,1
"11,13,15",1118,394,240.4364338557568,0.0,1
"11,13,15",1114,394,238.46964318407078,0.0,1
"11,13,15",1112,394,237.28118363534722,0.0,1
"11,13,15",1109,395,235.89523937483526,0.0,1
"11,13,15",1109,395,234.8244545130305,0.0,1
"11,13,15",1109,395,233.974859998002,0.0,1
"11,13,15",1109,395,233.5276948564059,0.0,1
"11,13,15",1108,398,232.9542140977303,0.0,1
"11,13,15",1108,400,232.49107825631833,0.0,1
"11,13,15",1107,402,231.91089323142717,0.0,1
"11,13,15",1107,404,231.25949832048772,0.0,1
"11,13,15",1108,404,230.75154879106498,0.0,1
