position,11x,11y,angle,percentage,polarity
"11,13,15",303,321,187.6343539637206,0.0,1
"11,13,15",303,321,185.85510602362137,0.0,1
"11,13,15",303,321,185.95716005611447,0.0,1
"11,13,15",304,321,185.967452469907,0.0,1
"11,13,15",303,320,185.96358593666432,0.0,1
"11,13,15",303,320,185.25724401871022,0.0,1
"11,13,15",304,320,186.42479476524252,0.0,1
"11,13,15",305,320,185.41595258464534,0.0,1
"11,13,15",305,320,185.78755987903523,0.0,1
"11,13,15",305,320,185.3460548310168,0.0,1
"11,13,15",305,320,184.98594622171237,0.0,1
"11,13,15",306,321,183.37893253513383,0.0,1
"11,13,15",306,321,182.51579941086698,0.0,1
"11,13,15",305,321,182.51252176402915,0.0,1
"11,13,15",305,321,182.72924848580388,0.0,1
"11,13,15",305,321,182.98665286547498,0.0,1
"11,13,15",305,321,181.97994924013867,0.0,1
"11,13,15",305,321,181.3297849882488,0.0,1
"11,13,15",305,321,180.34899407886473,0.0,1
"11,13,15",305,321,179.36200550271022,0.0,1
"11,13,15",305,321,178.3693513308099,0.0,1
"11,13,15",305,321,178.35505423655422,0.0,1
"11,13,15",305,321,177.82024400825847,0.0,1
"11,13,15",305,321,178.22767372536822,0.0,1
"11,13,15",305,321,178.54729982388525,0.0,1
"11,13,15",305,321,179.50979269977535,0.0,1
"11,13,15",305,321,179.73719414584139,0.0,1
"11,13,15",305,321,179.32439081075972,0.0,1
"11,13,15",305,321,179.32647426984354,0.0,1
"11,13,15",305,321,179.12037051208574,0.0,1
"11,13,15",306,322,179.44881892319583,0.0,1
"11,13,15",306,322,179.44881892319583,0.0,1
"11,13,15",305,322,179.837720091663,0.0,1
"11,13,15",305,322,180.24875001242842,0.0,1
"11,13,15",305,322,180.24875001242842,0.0,1
"11,13,15",304,322,180.4759964061854,0.0,1
"11,13,15",303,322,181.03451736411546,0.0,1
"11,13,15",303,322,180.9984747313065,0.0,1
"11,13,15",303,322,181.0424880464793,0.0,1
"11,13,15",303,322,181.0424880464793,0.0,1
"11,13,15",303,322,181.0424880464793,0.0,1
"11,13,15",303,322,180.9984747313065,0.0,1
"11,13,15",303,323,180.96203697328687,0.0,1
"11,13,15",304,323,181.24371185685118,0.0,1
"11,13,15",304,323,180.9984747313065,0.0,1
"11,13,15",304,323,180.95496135255638,0.0,1
"11,13,15",304,323,180.95496135255638,0.0,1
"11,13,15",304,323,180.95496135255638,0.0,1
"11,13,15",304,323,180.95496135255638,0.0,1
"11,13,15",304,323,180.87550173168097,0.0,1
"11,13,15",304,323,181.28014961487077,0.0,1
"11,13,15",304,323,181.24371185685118,0.0,1
"11,13,15",303,322,181.54786732470959,0.0,1
"11,13,15",303,322,181.89347419126517,0.0,1
"11,13,15",303,322,181.92580910958804,0.0,1
"11,13,15",304,322,181.97274919675374,0.0,1
"11,13,15",304,322,182.23458534178664,0.0,1
"11,13,15",304,322,182.26623034338704,0.0,1
"11,13,15",305,323,182.00602200341595,0.0,1
"11,13,15",305,323,182.4097040580822,0.0,1
"11,13,15",305,323,182.9001702076887,0.0,1
"11,13,15",305,323,182.89180139953024,0.0,1
"11,13,15",306,323,182.91541134836697,0.0,1
"11,13,15",307,323,182.61338988164883,0.0,1
"11,13,15",307,324,182.99612152696622,0.0,1
"11,13,15",308,324,183.02101403866212,0.0,1
"11,13,15",309,324,182.71979072466277,0.0,1
"11,13,15",311,325,181.9134168983637,0.0,1
"11,13,15",312,325,181.61040610993788,0.0,1
"11,13,15",313,325,181.20242038793492,0.0,1
"11,13,15",313,325,181.0970973136932,0.0,1
"11,13,15",313,325,180.99189170732294,0.0,1
"11,13,15",313,325,180.67413988922783,0.0,1
"11,13,15",313,325,180.87356553714363,0.0,1
"11,13,15",314,325,180.24862594295413,0.0,1
"11,13,15",314,325,181.17376080232194,0.0,1
"11,13,15",314,325,181.38411819068423,0.0,1
"11,13,15",314,325,181.69286844046525,0.0,1
"11,13,15",314,325,182.25960324896812,0.0,1
"11,13,15",313,325,182.25982682654904,0.0,1
"11,13,15",313,325,182.51855879505797,0.0,1
"11,13,15",312,325,182.5563317049979,0.0,1
"11,13,15",312,326,181.85643332264593,0.0,1
"11,13,15",312,326,181.8109805322145,0.0,1
"11,13,15",311,326,182.12184773789136,0.0,1
"11,13,15",311,326,182.12184773789136,0.0,1
"11,13,15",310,326,182.43308607667944,0.0,1
"11,13,15",310,325,182.46542099500235,0.0,1
"11,13,15",310,325,182.46542099500235,0.0,1
"11,13,15",311,325,182.46202200816762,0.0,1
"11,13,15",311,325,182.46202200816762,0.0,1
"11,13,15",311,325,182.54271436086339,0.0,1
"11,13,15",311,325,182.84999076048197,0.0,1
"11,13,15",311,326,183.2075340158513,0.0,1
"11,13,15",312,327,182.73251700837167,0.0,1
"11,13,15",312,328,183.04357350567992,0.0,1
"11,13,15",314,328,182.38006374206805,0.0,1
"11,13,15",315,328,181.98141942961934,0.0,1
"11,13,15",316,328,181.67589796932032,0.0,1
"11,13,15",316,329,181.42379137276774,0.0,1
"11,13,15",317,329,181.0726452673948,0.0,1
"11,13,15",318,329,180.82595191733537,0.0,1
"11,13,15",319,329,180.57390666844324,0.0,1
"11,13,15",320,329,180.26769498731682,0.0,1
"11,13,15",322,329,180.1109038624854,0.0,1
"11,13,15",323,329,180.05515173800225,0.0,1
"11,13,15",324,329,179.43641922667885,0.0,1
"11,13,15",324,329,179.2194800675154,0.0,1
"11,13,15",324,329,178.9111206382642,0.0,1
"11,13,15",324,329,178.33926375992044,0.0,1
"11,13,15",324,328,177.98463421599044,0.0,1
"11,13,15",324,328,177.9334419753304,0.0,1
"11,13,15",324,328,177.57342550913458,0.0,1
"11,13,15",324,327,177.62873874738546,0.0,1
"11,13,15",323,328,177.66701769803015,0.0,1
"11,13,15",322,328,177.70242101748119,0.0,1
"11,13,15",321,328,177.957423916254,0.0,1
"11,13,15",321,328,177.67343876808212,0.0,1
"11,13,15",319,327,177.96651706320355,0.0,1
"11,13,15",316,327,178.9313036012035,0.0,1
"11,13,15",313,327,178.99768506013004,0.0,1
"11,13,15",311,327,179.36721454255022,0.0,1
"11,13,15",310,327,179.70794480472605,0.0,1
"11,13,15",310,327,179.07663148628023,0.0,1
"11,13,15",309,327,179.05562093367854,0.0,1
"11,13,15",307,327,179.6849521045528,0.0,1
"11,13,15",306,327,178.72204603614767,0.0,1
"11,13,15",306,326,178.74625210970248,0.0,1
"11,13,15",305,325,179.3953583258734,0.0,1
"11,13,15",304,325,179.70699524828044,0.0,1
"11,13,15",304,325,180.02055453885384,0.0,1
"11,13,15",304,326,179.7296982887556,0.0,1
"11,13,15",302,326,181.3424224142969,0.0,1
"11,13,15",302,328,181.38736095130147,0.0,1
"11,13,15",302,329,181.19177759477438,0.0,1
"11,13,15",302,331,182.20654157202924,0.0,1
"11,13,15",303,333,182.32055169910456,0.0,1
"11,13,15",303,333,183.31554079407158,0.0,1
"11,13,15",304,334,182.70710212833362,0.0,1
"11,13,15",304,334,182.5553462540237,0.0,1
"11,13,15",305,335,183.54241058260916,0.0,1
"11,13,15",308,338,183.1749675399291,0.0,1
"11,13,15",309,339,184.8003006447572,0.0,1
"11,13,15",311,339,188.37814947031922,0.0,1
"11,13,15",313,339,190.29709973934163,0.0,1
"11,13,15",315,339,194.42238613327862,0.0,1
"11,13,15",316,340,200.11963314081828,0.0,1
"11,13,15",317,340,205.70421050483586,0.0,1
"11,13,15",320,339,210.25944387730493,0.0,1
"11,13,15",322,338,218.35488028927304,0.0,1
"11,13,15",323,338,230.19472513242468,10.19472513242468,1
"11,13,15",323,338,240.9794155992263,20.979415599226286,1
"11,13,15",323,336,246.52664124684637,26.526641246846367,1
"11,13,15",323,333,253.80105681890325,33.80105681890325,1
"11,13,15",323,332,264.00286052953845,44.00286052953845,1
"11,13,15",324,332,274.5707642357234,54.5707642357234,1
"11,13,15",325,332,281.05230296735795,61.052302967357946,1
"11,13,15",326,332,285.80686473355723,65.80686473355723,1
"11,13,15",326,332,290.4866697429404,70.48666974294042,1
"11,13,15",327,332,294.60583965493686,74.60583965493686,1
"11,13,15",327,333,297.99318198097956,77.99318198097956,1
"11,13,15",327,333,300.037987040074,80.03798704007397,1
"11,13,15",328,333,301.48287514042875,81.48287514042875,1
"11,13,15",327,332,304.18374799930075,84.18374799930075,1
"11,13,15",326,331,305.8778733491973,85.87787334919727,1
"11,13,15",326,331,308.73565885027335,88.73565885027335,1
"11,13,15",326,330,311.27574215345027,91.27574215345027,1
"11,13,15",325,328,314.3704013915897,94.37040139158972,1
"11,13,15",324,327,317.2629514805957,97.26295148059569,1
"11,13,15",323,327,320.1159873027628,100.0,1
"11,13,15",322,326,322.8639616088962,100.0,1
"11,13,15",321,326,323.808160148528,100.0,1
"11,13,15",321,326,325.55553947204675,100.0,1
"11,13,15",322,327,327.48949048103043,100.0,1
"11,13,15",322,327,328.4644185197229,100.0,1
"11,13,15",322,327,328.9005211275981,100.0,1
"11,13,15",322,328,329.0946784765011,100.0,1
"11,13,15",323,328,328.3894935428862,100.0,1
"11,13,15",323,328,328.4342743830035,100.0,1
"11,13,15",323,328,328.24395978607413,100.0,1
"11,13,15",323,328,328.2669168587659,100.0,1
"11,13,15",322,329,327.8551281074541,100.0,1
"11,13,15",321,329,326.20805077742034,100.0,1
"11,13,15",320,329,324.7491485006312,100.0,1
"11,13,15",319,329,322.29136486711303,100.0,1
"11,13,15",319,329,319.75681507578014,99.75681507578014,1
"11,13,15",317,329,316.68123427031134,96.68123427031134,1
"11,13,15",315,331,311.91366102294865,91.91366102294865,1
"11,13,15",315,336,307.0693293244048,87.0693293244048,1
"11,13,15",313,337,304.12736058775147,84.12736058775147,1
"11,13,15",312,337,299.5178265233254,79.51782652332543,1
"11,13,15",310,337,295.45722950814974,75.45722950814974,1
"11,13,15",309,337,290.6760293975028,70.67602939750282,1
"11,13,15",309,337,284.6644614884111,64.66446148841112,1
